XLabel,Wavenumber;;;;;;;;;
YLabel,Absorbance;;;;;;;;;
FileType,Absorbance;;;;;;;;;
DisplayDirection,20300;;Palha de cana de açúcar;;Bagaço de Malte;;Casca de babaçu;;Cana energia;
PeakDirection,20310;;;;;;;;;
2350.086506,0.023084;;2350,086506;0,023084;2350,086506;0,005057;2350,086506;0,014433;2350,086506;0,024152
2351.950175,0.023554;;2351,950175;0,023554;2351,950175;0,006159;2351,950175;0,014545;2351,950175;0,024645
2353.813844,0.023560;;2353,813844;0,02356;2353,813844;0,006482;2353,813844;0,014646;2353,813844;0,024317
2355.677513,0.023329;;2355,677513;0,023329;2355,677513;0,006;2355,677513;0,014162;2355,677513;0,024219
2357.541182,0.023490;;2357,541182;0,02349;2357,541182;0,00547;2357,541182;0,014361;2357,541182;0,024749
2359.404851,0.023555;;2359,404851;0,023555;2359,404851;0,005324;2359,404851;0,015051;2359,404851;0,024429
2361.268520,0.022999;;2361,26852;0,022999;2361,26852;0,004971;2361,26852;0,014766;2361,26852;0,023911
2363.132189,0.022338;;2363,132189;0,022338;2363,132189;0,004239;2363,132189;0,014415;2363,132189;0,023833
2364.995858,0.022196;;2364,995858;0,022196;2364,995858;0,00422;2364,995858;0,014443;2364,995858;0,024285
2366.859527,0.022259;;2366,859527;0,022259;2366,859527;0,0041;2366,859527;0,014335;2366,859527;0,024263
2368.723196,0.022789;;2368,723196;0,022789;2368,723196;0,00386;2368,723196;0,01456;2368,723196;0,024144
2370.586864,0.023264;;2370,586864;0,023264;2370,586864;0,004254;2370,586864;0,014821;2370,586864;0,024589
2372.450533,0.023517;;2372,450533;0,023517;2372,450533;0,004637;2372,450533;0,015039;2372,450533;0,024967
2374.314202,0.023489;;2374,314202;0,023489;2374,314202;0,004515;2374,314202;0,015324;2374,314202;0,024969
2376.177871,0.023592;;2376,177871;0,023592;2376,177871;0,004747;2376,177871;0,015246;2376,177871;0,025012
2378.041540,0.023732;;2378,04154;0,023732;2378,04154;0,004714;2378,04154;0,015091;2378,04154;0,025401
2379.905209,0.023732;;2379,905209;0,023732;2379,905209;0,004808;2379,905209;0,014867;2379,905209;0,025402
2381.768878,0.023695;;2381,768878;0,023695;2381,768878;0,005016;2381,768878;0,014569;2381,768878;0,025251
2383.632547,0.023782;;2383,632547;0,023782;2383,632547;0,005222;2383,632547;0,01468;2383,632547;0,025371
2385.496216,0.023848;;2385,496216;0,023848;2385,496216;0,005381;2385,496216;0,015007;2385,496216;0,025442
2387.359885,0.023891;;2387,359885;0,023891;2387,359885;0,005584;2387,359885;0,0151;2387,359885;0,025502
2389.223554,0.023860;;2389,223554;0,02386;2389,223554;0,005692;2389,223554;0,015133;2389,223554;0,02563
2391.087223,0.023895;;2391,087223;0,023895;2391,087223;0,005756;2391,087223;0,015181;2391,087223;0,025598
2392.950891,0.023840;;2392,950891;0,02384;2392,950891;0,005745;2392,950891;0,014941;2392,950891;0,025573
2394.814560,0.023859;;2394,81456;0,023859;2394,81456;0,005564;2394,81456;0,014725;2394,81456;0,02556
2396.678229,0.024135;;2396,678229;0,024135;2396,678229;0,005801;2396,678229;0,014671;2396,678229;0,025577
2398.541898,0.024093;;2398,541898;0,024093;2398,541898;0,005924;2398,541898;0,014734;2398,541898;0,025576
2400.405567,0.023664;;2400,405567;0,023664;2400,405567;0,005716;2400,405567;0,014866;2400,405567;0,02553
2402.269236,0.023458;;2402,269236;0,023458;2402,269236;0,005603;2402,269236;0,014853;2402,269236;0,025574
2404.132905,0.023569;;2404,132905;0,023569;2404,132905;0,005665;2404,132905;0,014919;2404,132905;0,025693
2405.996574,0.023864;;2405,996574;0,023864;2405,996574;0,00606;2405,996574;0,015005;2405,996574;0,025772
2407.860243,0.024193;;2407,860243;0,024193;2407,860243;0,006141;2407,860243;0,01519;2407,860243;0,025827
2409.723912,0.024412;;2409,723912;0,024412;2409,723912;0,006095;2409,723912;0,015196;2409,723912;0,025926
2411.587581,0.024415;;2411,587581;0,024415;2411,587581;0,006241;2411,587581;0,0153;2411,587581;0,025825
2413.451250,0.024232;;2413,45125;0,024232;2413,45125;0,006149;2413,45125;0,015377;2413,45125;0,02582
2415.314919,0.024141;;2415,314919;0,024141;2415,314919;0,006074;2415,314919;0,015242;2415,314919;0,025891
2417.178587,0.024346;;2417,178587;0,024346;2417,178587;0,006214;2417,178587;0,015142;2417,178587;0,025779
2419.042256,0.024419;;2419,042256;0,024419;2419,042256;0,006192;2419,042256;0,015236;2419,042256;0,02556
2420.905925,0.024470;;2420,905925;0,02447;2420,905925;0,00629;2420,905925;0,015344;2420,905925;0,025596
2422.769594,0.024389;;2422,769594;0,024389;2422,769594;0,00647;2422,769594;0,015286;2422,769594;0,025776
2424.633263,0.024296;;2424,633263;0,024296;2424,633263;0,00648;2424,633263;0,015477;2424,633263;0,026068
2426.496932,0.024469;;2426,496932;0,024469;2426,496932;0,006278;2426,496932;0,015806;2426,496932;0,026154
2428.360601,0.024586;;2428,360601;0,024586;2428,360601;0,006336;2428,360601;0,015795;2428,360601;0,026005
2430.224270,0.024367;;2430,22427;0,024367;2430,22427;0,006567;2430,22427;0,015873;2430,22427;0,026091
2432.087939,0.024460;;2432,087939;0,02446;2432,087939;0,006762;2432,087939;0,015968;2432,087939;0,025878
2433.951608,0.024490;;2433,951608;0,02449;2433,951608;0,00681;2433,951608;0,015553;2433,951608;0,025614
2435.815277,0.024744;;2435,815277;0,024744;2435,815277;0,006807;2435,815277;0,015386;2435,815277;0,025747
2437.678946,0.024929;;2437,678946;0,024929;2437,678946;0,006607;2437,678946;0,015691;2437,678946;0,026144
2439.542614,0.024819;;2439,542614;0,024819;2439,542614;0,006648;2439,542614;0,016019;2439,542614;0,026411
2441.406283,0.024881;;2441,406283;0,024881;2441,406283;0,006664;2441,406283;0,015899;2441,406283;0,026341
2443.269952,0.024912;;2443,269952;0,024912;2443,269952;0,006943;2443,269952;0,015791;2443,269952;0,026587
2445.133621,0.024846;;2445,133621;0,024846;2445,133621;0,007189;2445,133621;0,015696;2445,133621;0,026664
2446.997290,0.024927;;2446,99729;0,024927;2446,99729;0,007264;2446,99729;0,015915;2446,99729;0,026239
2448.860959,0.025144;;2448,860959;0,025144;2448,860959;0,007356;2448,860959;0,016194;2448,860959;0,026354
2450.724628,0.025431;;2450,724628;0,025431;2450,724628;0,007338;2450,724628;0,016194;2450,724628;0,026523
2452.588297,0.025390;;2452,588297;0,02539;2452,588297;0,007357;2452,588297;0,016227;2452,588297;0,026629
2454.451966,0.025177;;2454,451966;0,025177;2454,451966;0,007382;2454,451966;0,015968;2454,451966;0,026491
2456.315635,0.025094;;2456,315635;0,025094;2456,315635;0,007489;2456,315635;0,015839;2456,315635;0,026272
2458.179304,0.025283;;2458,179304;0,025283;2458,179304;0,007525;2458,179304;0,015896;2458,179304;0,026567
2460.042973,0.025451;;2460,042973;0,025451;2460,042973;0,007404;2460,042973;0,015834;2460,042973;0,026782
2461.906641,0.025304;;2461,906641;0,025304;2461,906641;0,007421;2461,906641;0,015823;2461,906641;0,026478
2463.770310,0.025212;;2463,77031;0,025212;2463,77031;0,007739;2463,77031;0,015838;2463,77031;0,026481
2465.633979,0.025242;;2465,633979;0,025242;2465,633979;0,007973;2465,633979;0,015829;2465,633979;0,026704
2467.497648,0.025021;;2467,497648;0,025021;2467,497648;0,00766;2467,497648;0,015903;2467,497648;0,026293
2469.361317,0.025159;;2469,361317;0,025159;2469,361317;0,007537;2469,361317;0,01602;2469,361317;0,026258
2471.224986,0.025494;;2471,224986;0,025494;2471,224986;0,007563;2471,224986;0,016043;2471,224986;0,026662
2473.088655,0.025513;;2473,088655;0,025513;2473,088655;0,007873;2473,088655;0,016294;2473,088655;0,026718
2474.952324,0.025522;;2474,952324;0,025522;2474,952324;0,00782;2474,952324;0,016569;2474,952324;0,026568
2476.815993,0.025546;;2476,815993;0,025546;2476,815993;0,007706;2476,815993;0,016457;2476,815993;0,026607
2478.679662,0.025394;;2478,679662;0,025394;2478,679662;0,007925;2478,679662;0,016112;2478,679662;0,026639
2480.543331,0.025398;;2480,543331;0,025398;2480,543331;0,008139;2480,543331;0,016154;2480,543331;0,026653
2482.407000,0.025341;;2482,407;0,025341;2482,407;0,007806;2482,407;0,016337;2482,407;0,026395
2484.270669,0.025371;;2484,270669;0,025371;2484,270669;0,007683;2484,270669;0,016078;2484,270669;0,026375
2486.134337,0.025309;;2486,134337;0,025309;2486,134337;0,008091;2486,134337;0,015881;2486,134337;0,026713
2487.998006,0.025435;;2487,998006;0,025435;2487,998006;0,008401;2487,998006;0,016002;2487,998006;0,026845
2489.861675,0.025793;;2489,861675;0,025793;2489,861675;0,008398;2489,861675;0,01632;2489,861675;0,027013
2491.725344,0.025919;;2491,725344;0,025919;2491,725344;0,008466;2491,725344;0,016428;2491,725344;0,026954
2493.589013,0.025729;;2493,589013;0,025729;2493,589013;0,008649;2493,589013;0,016103;2493,589013;0,026897
2495.452682,0.025570;;2495,452682;0,02557;2495,452682;0,008537;2495,452682;0,01629;2495,452682;0,026994
2497.316351,0.025779;;2497,316351;0,025779;2497,316351;0,008455;2497,316351;0,016666;2497,316351;0,027005
2499.180020,0.025861;;2499,18002;0,025861;2499,18002;0,008686;2499,18002;0,016761;2499,18002;0,02701
2501.043689,0.026011;;2501,043689;0,026011;2501,043689;0,008586;2501,043689;0,016713;2501,043689;0,02704
2502.907358,0.026179;;2502,907358;0,026179;2502,907358;0,008433;2502,907358;0,016364;2502,907358;0,027024
2504.771027,0.026020;;2504,771027;0,02602;2504,771027;0,008524;2504,771027;0,016097;2504,771027;0,027031
2506.634696,0.026159;;2506,634696;0,026159;2506,634696;0,008897;2506,634696;0,016171;2506,634696;0,026972
2508.498364,0.026527;;2508,498364;0,026527;2508,498364;0,009172;2508,498364;0,016304;2508,498364;0,027052
2510.362033,0.026573;;2510,362033;0,026573;2510,362033;0,009071;2510,362033;0,01642;2510,362033;0,02722
2512.225702,0.026206;;2512,225702;0,026206;2512,225702;0,008888;2512,225702;0,016594;2512,225702;0,027262
2514.089371,0.025958;;2514,089371;0,025958;2514,089371;0,009345;2514,089371;0,016446;2514,089371;0,027295
2515.953040,0.026291;;2515,95304;0,026291;2515,95304;0,009432;2515,95304;0,016354;2515,95304;0,027427
2517.816709,0.026550;;2517,816709;0,02655;2517,816709;0,009245;2517,816709;0,016585;2517,816709;0,027551
2519.680378,0.026409;;2519,680378;0,026409;2519,680378;0,009341;2519,680378;0,016673;2519,680378;0,027383
2521.544047,0.026564;;2521,544047;0,026564;2521,544047;0,009764;2521,544047;0,016582;2521,544047;0,027447
2523.407716,0.026610;;2523,407716;0,02661;2523,407716;0,009826;2523,407716;0,016635;2523,407716;0,027701
2525.271385,0.026673;;2525,271385;0,026673;2525,271385;0,00953;2525,271385;0,016728;2525,271385;0,027904
2527.135054,0.026642;;2527,135054;0,026642;2527,135054;0,009577;2527,135054;0,016564;2527,135054;0,027713
2528.998723,0.026749;;2528,998723;0,026749;2528,998723;0,009939;2528,998723;0,016464;2528,998723;0,027593
2530.862391,0.026719;;2530,862391;0,026719;2530,862391;0,009864;2530,862391;0,016514;2530,862391;0,027676
2532.726060,0.026683;;2532,72606;0,026683;2532,72606;0,009748;2532,72606;0,016397;2532,72606;0,02759
2534.589729,0.026717;;2534,589729;0,026717;2534,589729;0,009805;2534,589729;0,016498;2534,589729;0,027474
2536.453398,0.026782;;2536,453398;0,026782;2536,453398;0,009632;2536,453398;0,016718;2536,453398;0,027441
2538.317067,0.027053;;2538,317067;0,027053;2538,317067;0,009507;2538,317067;0,016971;2538,317067;0,02759
2540.180736,0.027081;;2540,180736;0,027081;2540,180736;0,009903;2540,180736;0,017013;2540,180736;0,027845
2542.044405,0.027046;;2542,044405;0,027046;2542,044405;0,010064;2542,044405;0,017022;2542,044405;0,028104
2543.908074,0.027281;;2543,908074;0,027281;2543,908074;0,01003;2543,908074;0,016899;2543,908074;0,028287
2545.771743,0.027343;;2545,771743;0,027343;2545,771743;0,010066;2545,771743;0,01672;2545,771743;0,027948
2547.635412,0.027157;;2547,635412;0,027157;2547,635412;0,01025;2547,635412;0,016761;2547,635412;0,027679
2549.499081,0.027092;;2549,499081;0,027092;2549,499081;0,010447;2549,499081;0,017138;2549,499081;0,027755
2551.362750,0.027165;;2551,36275;0,027165;2551,36275;0,010367;2551,36275;0,017259;2551,36275;0,02791
2553.226418,0.027376;;2553,226418;0,027376;2553,226418;0,01017;2553,226418;0,01701;2553,226418;0,02818
2555.090087,0.027597;;2555,090087;0,027597;2555,090087;0,010491;2555,090087;0,016929;2555,090087;0,028289
2556.953756,0.027660;;2556,953756;0,02766;2556,953756;0,010738;2556,953756;0,016955;2556,953756;0,028113
2558.817425,0.027731;;2558,817425;0,027731;2558,817425;0,010844;2558,817425;0,016966;2558,817425;0,028176
2560.681094,0.027683;;2560,681094;0,027683;2560,681094;0,010978;2560,681094;0,017012;2560,681094;0,028451
2562.544763,0.027608;;2562,544763;0,027608;2562,544763;0,010986;2562,544763;0,017045;2562,544763;0,028449
2564.408432,0.027716;;2564,408432;0,027716;2564,408432;0,010874;2564,408432;0,017233;2564,408432;0,028393
2566.272101,0.027992;;2566,272101;0,027992;2566,272101;0,011035;2566,272101;0,017378;2566,272101;0,028685
2568.135770,0.028393;;2568,13577;0,028393;2568,13577;0,011001;2568,13577;0,017486;2568,13577;0,02905
2569.999439,0.028484;;2569,999439;0,028484;2569,999439;0,010827;2569,999439;0,017494;2569,999439;0,028905
2571.863108,0.028466;;2571,863108;0,028466;2571,863108;0,010937;2571,863108;0,017443;2571,863108;0,02862
2573.726777,0.028320;;2573,726777;0,02832;2573,726777;0,011182;2573,726777;0,017568;2573,726777;0,02876
2575.590446,0.028305;;2575,590446;0,028305;2575,590446;0,011252;2575,590446;0,017744;2575,590446;0,028917
2577.454114,0.028515;;2577,454114;0,028515;2577,454114;0,011405;2577,454114;0,017882;2577,454114;0,028951
2579.317783,0.028398;;2579,317783;0,028398;2579,317783;0,011546;2579,317783;0,017731;2579,317783;0,029099
2581.181452,0.028552;;2581,181452;0,028552;2581,181452;0,011911;2581,181452;0,017535;2581,181452;0,029169
2583.045121,0.028738;;2583,045121;0,028738;2583,045121;0,012004;2583,045121;0,017636;2583,045121;0,029335
2584.908790,0.028807;;2584,90879;0,028807;2584,90879;0,01202;2584,90879;0,017686;2584,90879;0,029486
2586.772459,0.029019;;2586,772459;0,029019;2586,772459;0,01216;2586,772459;0,017727;2586,772459;0,029489
2588.636128,0.029290;;2588,636128;0,02929;2588,636128;0,012226;2588,636128;0,017872;2588,636128;0,029576
2590.499797,0.029318;;2590,499797;0,029318;2590,499797;0,012344;2590,499797;0,01795;2590,499797;0,029558
2592.363466,0.029269;;2592,363466;0,029269;2592,363466;0,01268;2592,363466;0,01784;2592,363466;0,02966
2594.227135,0.029519;;2594,227135;0,029519;2594,227135;0,012612;2594,227135;0,018095;2594,227135;0,029875
2596.090804,0.029704;;2596,090804;0,029704;2596,090804;0,012565;2596,090804;0,018377;2596,090804;0,030002
2597.954473,0.029565;;2597,954473;0,029565;2597,954473;0,012781;2597,954473;0,018172;2597,954473;0,029996
2599.818141,0.029721;;2599,818141;0,029721;2599,818141;0,013104;2599,818141;0,017858;2599,818141;0,030159
2601.681810,0.029923;;2601,68181;0,029923;2601,68181;0,013047;2601,68181;0,017918;2601,68181;0,03023
2603.545479,0.029932;;2603,545479;0,029932;2603,545479;0,012888;2603,545479;0,018081;2603,545479;0,030116
2605.409148,0.030201;;2605,409148;0,030201;2605,409148;0,013016;2605,409148;0,018203;2605,409148;0,029997
2607.272817,0.030477;;2607,272817;0,030477;2607,272817;0,013215;2607,272817;0,018434;2607,272817;0,030366
2609.136486,0.030527;;2609,136486;0,030527;2609,136486;0,013421;2609,136486;0,018433;2609,136486;0,030637
2611.000155,0.030414;;2611,000155;0,030414;2611,000155;0,013619;2611,000155;0,018539;2611,000155;0,030688
2612.863824,0.030498;;2612,863824;0,030498;2612,863824;0,013807;2612,863824;0,018753;2612,863824;0,030642
2614.727493,0.030692;;2614,727493;0,030692;2614,727493;0,014242;2614,727493;0,0187;2614,727493;0,030617
2616.591162,0.030798;;2616,591162;0,030798;2616,591162;0,014627;2616,591162;0,018644;2616,591162;0,03083
2618.454831,0.030834;;2618,454831;0,030834;2618,454831;0,01464;2618,454831;0,018828;2618,454831;0,031016
2620.318500,0.031030;;2620,3185;0,03103;2620,3185;0,014501;2620,3185;0,019086;2620,3185;0,03104
2622.182168,0.031417;;2622,182168;0,031417;2622,182168;0,014692;2622,182168;0,019069;2622,182168;0,031091
2624.045837,0.031624;;2624,045837;0,031624;2624,045837;0,014883;2624,045837;0,018847;2624,045837;0,03129
2625.909506,0.031641;;2625,909506;0,031641;2625,909506;0,015022;2625,909506;0,018822;2625,909506;0,031491
2627.773175,0.031719;;2627,773175;0,031719;2627,773175;0,015225;2627,773175;0,018982;2627,773175;0,031476
2629.636844,0.031582;;2629,636844;0,031582;2629,636844;0,015308;2629,636844;0,01908;2629,636844;0,031397
2631.500513,0.031620;;2631,500513;0,03162;2631,500513;0,015316;2631,500513;0,019157;2631,500513;0,031328
2633.364182,0.031924;;2633,364182;0,031924;2633,364182;0,015513;2633,364182;0,019189;2633,364182;0,03151
2635.227851,0.032158;;2635,227851;0,032158;2635,227851;0,015788;2635,227851;0,019244;2635,227851;0,03179
2637.091520,0.032282;;2637,09152;0,032282;2637,09152;0,016004;2637,09152;0,019382;2637,09152;0,031922
2638.955189,0.032341;;2638,955189;0,032341;2638,955189;0,016239;2638,955189;0,019563;2638,955189;0,032017
2640.818858,0.032364;;2640,818858;0,032364;2640,818858;0,016484;2640,818858;0,019609;2640,818858;0,032086
2642.682527,0.032464;;2642,682527;0,032464;2642,682527;0,016379;2642,682527;0,019429;2642,682527;0,032192
2644.546196,0.032640;;2644,546196;0,03264;2644,546196;0,016519;2644,546196;0,019384;2644,546196;0,032334
2646.409864,0.032635;;2646,409864;0,032635;2646,409864;0,016743;2646,409864;0,019486;2646,409864;0,032337
2648.273533,0.032679;;2648,273533;0,032679;2648,273533;0,016852;2648,273533;0,019554;2648,273533;0,032369
2650.137202,0.032732;;2650,137202;0,032732;2650,137202;0,016971;2650,137202;0,019616;2650,137202;0,032408
2652.000871,0.032846;;2652,000871;0,032846;2652,000871;0,017093;2652,000871;0,019547;2652,000871;0,032379
2653.864540,0.032931;;2653,86454;0,032931;2653,86454;0,017115;2653,86454;0,019565;2653,86454;0,032422
2655.728209,0.032997;;2655,728209;0,032997;2655,728209;0,017176;2655,728209;0,019617;2655,728209;0,032401
2657.591878,0.032978;;2657,591878;0,032978;2657,591878;0,017297;2657,591878;0,019457;2657,591878;0,032428
2659.455547,0.032973;;2659,455547;0,032973;2659,455547;0,017382;2659,455547;0,019354;2659,455547;0,03255
2661.319216,0.032991;;2661,319216;0,032991;2661,319216;0,017408;2661,319216;0,019329;2661,319216;0,032577
2663.182885,0.032946;;2663,182885;0,032946;2663,182885;0,017376;2663,182885;0,019373;2663,182885;0,032372
2665.046554,0.032973;;2665,046554;0,032973;2665,046554;0,017362;2665,046554;0,019424;2665,046554;0,032194
2666.910223,0.032977;;2666,910223;0,032977;2666,910223;0,017484;2666,910223;0,019306;2666,910223;0,03225
2668.773891,0.032840;;2668,773891;0,03284;2668,773891;0,017385;2668,773891;0,019163;2668,773891;0,032364
2670.637560,0.032720;;2670,63756;0,03272;2670,63756;0,017401;2670,63756;0,019206;2670,63756;0,032422
2672.501229,0.032810;;2672,501229;0,03281;2672,501229;0,017496;2672,501229;0,019183;2672,501229;0,032598
2674.364898,0.033136;;2674,364898;0,033136;2674,364898;0,017693;2674,364898;0,019201;2674,364898;0,032626
2676.228567,0.033224;;2676,228567;0,033224;2676,228567;0,017932;2676,228567;0,019336;2676,228567;0,032617
2678.092236,0.033215;;2678,092236;0,033215;2678,092236;0,017911;2678,092236;0,019377;2678,092236;0,032824
2679.955905,0.033470;;2679,955905;0,03347;2679,955905;0,01806;2679,955905;0,019519;2679,955905;0,033092
2681.819574,0.033594;;2681,819574;0,033594;2681,819574;0,018339;2681,819574;0,019512;2681,819574;0,033169
2683.683243,0.033561;;2683,683243;0,033561;2683,683243;0,018355;2683,683243;0,019374;2683,683243;0,033048
2685.546912,0.033555;;2685,546912;0,033555;2685,546912;0,018474;2685,546912;0,019391;2685,546912;0,033169
2687.410581,0.033510;;2687,410581;0,03351;2687,410581;0,018584;2687,410581;0,019513;2687,410581;0,033264
2689.274250,0.033588;;2689,27425;0,033588;2689,27425;0,018515;2689,27425;0,019531;2689,27425;0,033204
2691.137918,0.033754;;2691,137918;0,033754;2691,137918;0,018531;2691,137918;0,019562;2691,137918;0,033213
2693.001587,0.033728;;2693,001587;0,033728;2693,001587;0,018611;2693,001587;0,019539;2693,001587;0,033364
2694.865256,0.033740;;2694,865256;0,03374;2694,865256;0,018718;2694,865256;0,019486;2694,865256;0,033444
2696.728925,0.033922;;2696,728925;0,033922;2696,728925;0,018762;2696,728925;0,019635;2696,728925;0,033489
2698.592594,0.034080;;2698,592594;0,03408;2698,592594;0,018779;2698,592594;0,019735;2698,592594;0,033489
2700.456263,0.034166;;2700,456263;0,034166;2700,456263;0,018946;2700,456263;0,019778;2700,456263;0,033574
2702.319932,0.034218;;2702,319932;0,034218;2702,319932;0,019074;2702,319932;0,019754;2702,319932;0,033696
2704.183601,0.034223;;2704,183601;0,034223;2704,183601;0,019216;2704,183601;0,019718;2704,183601;0,033799
2706.047270,0.034244;;2706,04727;0,034244;2706,04727;0,019418;2706,04727;0,019874;2706,04727;0,033789
2707.910939,0.034355;;2707,910939;0,034355;2707,910939;0,019579;2707,910939;0,020064;2707,910939;0,033833
2709.774608,0.034548;;2709,774608;0,034548;2709,774608;0,019657;2709,774608;0,019992;2709,774608;0,034071
2711.638277,0.034627;;2711,638277;0,034627;2711,638277;0,019852;2711,638277;0,019998;2711,638277;0,034242
2713.501945,0.034530;;2713,501945;0,03453;2713,501945;0,019862;2713,501945;0,020236;2713,501945;0,03417
2715.365614,0.034566;;2715,365614;0,034566;2715,365614;0,019948;2715,365614;0,020239;2715,365614;0,034042
2717.229283,0.034727;;2717,229283;0,034727;2717,229283;0,020113;2717,229283;0,020123;2717,229283;0,03411
2719.092952,0.034861;;2719,092952;0,034861;2719,092952;0,020263;2719,092952;0,020171;2719,092952;0,034392
2720.956621,0.034956;;2720,956621;0,034956;2720,956621;0,020412;2720,956621;0,020286;2720,956621;0,03443
2722.820290,0.035004;;2722,82029;0,035004;2722,82029;0,020631;2722,82029;0,020297;2722,82029;0,034335
2724.683959,0.035103;;2724,683959;0,035103;2724,683959;0,020725;2724,683959;0,020354;2724,683959;0,034363
2726.547628,0.035309;;2726,547628;0,035309;2726,547628;0,02088;2726,547628;0,02038;2726,547628;0,034509
2728.411297,0.035600;;2728,411297;0,0356;2728,411297;0,021245;2728,411297;0,020363;2728,411297;0,034647
2730.274966,0.035651;;2730,274966;0,035651;2730,274966;0,02142;2730,274966;0,020378;2730,274966;0,034595
2732.138635,0.035483;;2732,138635;0,035483;2732,138635;0,021312;2732,138635;0,020442;2732,138635;0,034615
2734.002304,0.035487;;2734,002304;0,035487;2734,002304;0,021351;2734,002304;0,020471;2734,002304;0,034738
2735.865973,0.035492;;2735,865973;0,035492;2735,865973;0,021434;2735,865973;0,020545;2735,865973;0,034789
2737.729641,0.035569;;2737,729641;0,035569;2737,729641;0,021568;2737,729641;0,020474;2737,729641;0,034798
2739.593310,0.035800;;2739,59331;0,0358;2739,59331;0,021756;2739,59331;0,020394;2739,59331;0,034829
2741.456979,0.035841;;2741,456979;0,035841;2741,456979;0,021792;2741,456979;0,020549;2741,456979;0,034944
2743.320648,0.035796;;2743,320648;0,035796;2743,320648;0,021784;2743,320648;0,020658;2743,320648;0,035015
2745.184317,0.035879;;2745,184317;0,035879;2745,184317;0,021851;2745,184317;0,020689;2745,184317;0,034862
2747.047986,0.036039;;2747,047986;0,036039;2747,047986;0,022153;2747,047986;0,020717;2747,047986;0,034855
2748.911655,0.036182;;2748,911655;0,036182;2748,911655;0,022472;2748,911655;0,020568;2748,911655;0,035136
2750.775324,0.036382;;2750,775324;0,036382;2750,775324;0,022628;2750,775324;0,02063;2750,775324;0,035227
2752.638993,0.036456;;2752,638993;0,036456;2752,638993;0,022764;2752,638993;0,020729;2752,638993;0,035294
2754.502662,0.036378;;2754,502662;0,036378;2754,502662;0,022916;2754,502662;0,020733;2754,502662;0,035293
2756.366331,0.036583;;2756,366331;0,036583;2756,366331;0,023112;2756,366331;0,02081;2756,366331;0,035281
2758.230000,0.036884;;2758,23;0,036884;2758,23;0,023076;2758,23;0,020901;2758,23;0,035419
2760.093668,0.036981;;2760,093668;0,036981;2760,093668;0,023207;2760,093668;0,020936;2760,093668;0,035488
2761.957337,0.037008;;2761,957337;0,037008;2761,957337;0,023696;2761,957337;0,021013;2761,957337;0,035555
2763.821006,0.037132;;2763,821006;0,037132;2763,821006;0,023827;2763,821006;0,021112;2763,821006;0,035761
2765.684675,0.037341;;2765,684675;0,037341;2765,684675;0,023762;2765,684675;0,021157;2765,684675;0,035845
2767.548344,0.037476;;2767,548344;0,037476;2767,548344;0,024011;2767,548344;0,021149;2767,548344;0,035794
2769.412013,0.037594;;2769,412013;0,037594;2769,412013;0,024363;2769,412013;0,021201;2769,412013;0,035993
2771.275682,0.037786;;2771,275682;0,037786;2771,275682;0,024392;2771,275682;0,021106;2771,275682;0,036153
2773.139351,0.038064;;2773,139351;0,038064;2773,139351;0,024452;2773,139351;0,021065;2773,139351;0,036176
2775.003020,0.038324;;2775,00302;0,038324;2775,00302;0,024849;2775,00302;0,021129;2775,00302;0,036178
2776.866689,0.038566;;2776,866689;0,038566;2776,866689;0,025166;2776,866689;0,021173;2776,866689;0,036256
2778.730358,0.038741;;2778,730358;0,038741;2778,730358;0,02526;2778,730358;0,021366;2778,730358;0,036421
2780.594027,0.038900;;2780,594027;0,0389;2780,594027;0,025508;2780,594027;0,021477;2780,594027;0,036599
2782.457695,0.039023;;2782,457695;0,039023;2782,457695;0,025995;2782,457695;0,021411;2782,457695;0,036635
2784.321364,0.039269;;2784,321364;0,039269;2784,321364;0,026384;2784,321364;0,021346;2784,321364;0,036705
2786.185033,0.039571;;2786,185033;0,039571;2786,185033;0,026641;2786,185033;0,021511;2786,185033;0,036895
2788.048702,0.039866;;2788,048702;0,039866;2788,048702;0,02681;2788,048702;0,021722;2788,048702;0,036995
2789.912371,0.040347;;2789,912371;0,040347;2789,912371;0,027162;2789,912371;0,02187;2789,912371;0,037227
2791.776040,0.040659;;2791,77604;0,040659;2791,77604;0,027713;2791,77604;0,021942;2791,77604;0,037484
2793.639709,0.040987;;2793,639709;0,040987;2793,639709;0,028196;2793,639709;0,021989;2793,639709;0,037459
2795.503378,0.041358;;2795,503378;0,041358;2795,503378;0,028484;2795,503378;0,022116;2795,503378;0,037589
2797.367047,0.041650;;2797,367047;0,04165;2797,367047;0,028702;2797,367047;0,022208;2797,367047;0,03788
2799.230716,0.041993;;2799,230716;0,041993;2799,230716;0,029256;2799,230716;0,022363;2799,230716;0,038155
2801.094385,0.042460;;2801,094385;0,04246;2801,094385;0,029799;2801,094385;0,022543;2801,094385;0,038315
2802.958054,0.042946;;2802,958054;0,042946;2802,958054;0,030064;2802,958054;0,022469;2802,958054;0,038513
2804.821723,0.043361;;2804,821723;0,043361;2804,821723;0,030395;2804,821723;0,022393;2804,821723;0,038663
2806.685391,0.043750;;2806,685391;0,04375;2806,685391;0,030937;2806,685391;0,022664;2806,685391;0,038714
2808.549060,0.044265;;2808,54906;0,044265;2808,54906;0,03159;2808,54906;0,022753;2808,54906;0,038959
