XLabel,Wavenumber;;;;;;;;;
YLabel,Absorbance;;;;;;;;;
FileType,Absorbance;;;;;;;;;
DisplayDirection,20300;;Palha de cana de açúcar;;Bagaço de Malte;;Casca de babaçu;;Cana energia;
PeakDirection,20310;;;;;;;;;
1515.162831,0.053971;;1515,162831;0,053971;1515,162831;0,068472;1515,162831;0,025205;1515,162831;0,049268
1517.026500,0.053164;;1517,0265;0,053164;1517,0265;0,069458;1517,0265;0,023451;1517,0265;0,045855
1518.890169,0.050983;;1518,890169;0,050983;1518,890169;0,068945;1518,890169;0,021498;1518,890169;0,041396
1520.753838,0.048615;;1520,753838;0,048615;1520,753838;0,069547;1520,753838;0,019946;1520,753838;0,037975
1522.617507,0.046584;;1522,617507;0,046584;1522,617507;0,071124;1522,617507;0,019027;1522,617507;0,034535
1524.481175,0.044896;;1524,481175;0,044896;1524,481175;0,069583;1524,481175;0,018079;1524,481175;0,032942
1526.344844,0.044153;;1526,344844;0,044153;1526,344844;0,070059;1526,344844;0,017369;1526,344844;0,03217
1528.208513,0.043767;;1528,208513;0,043767;1528,208513;0,069884;1528,208513;0,017038;1528,208513;0,031631
1530.072182,0.043039;;1530,072182;0,043039;1530,072182;0,068365;1530,072182;0,016536;1530,072182;0,031082
1531.935851,0.043123;;1531,935851;0,043123;1531,935851;0,068743;1531,935851;0,016129;1531,935851;0,031202
1533.799520,0.044213;;1533,79952;0,044213;1533,79952;0,070445;1533,79952;0,016185;1533,79952;0,031517
1535.663189,0.043306;;1535,663189;0,043306;1535,663189;0,068414;1535,663189;0,015799;1535,663189;0,030368
1537.526858,0.041816;;1537,526858;0,041816;1537,526858;0,066329;1537,526858;0,014759;1537,526858;0,029536
1539.390527,0.043245;;1539,390527;0,043245;1539,390527;0,068974;1539,390527;0,014684;1539,390527;0,030857
1541.254196,0.046327;;1541,254196;0,046327;1541,254196;0,072805;1541,254196;0,016182;1541,254196;0,032235
1543.117865,0.046408;;1543,117865;0,046408;1543,117865;0,071824;1543,117865;0,016518;1543,117865;0,032112
1544.981534,0.046670;;1544,981534;0,04667;1544,981534;0,070892;1544,981534;0,016976;1544,981534;0,0324
1546.845202,0.046555;;1546,845202;0,046555;1546,845202;0,068887;1546,845202;0,017049;1546,845202;0,032322
1548.708871,0.046505;;1548,708871;0,046505;1548,708871;0,067274;1548,708871;0,016715;1548,708871;0,032311
1550.572540,0.047056;;1550,57254;0,047056;1550,57254;0,066653;1550,57254;0,017012;1550,57254;0,032625
1552.436209,0.046783;;1552,436209;0,046783;1552,436209;0,065184;1552,436209;0,017086;1552,436209;0,032424
1554.299878,0.045972;;1554,299878;0,045972;1554,299878;0,063225;1554,299878;0,016607;1554,299878;0,032029
1556.163547,0.045512;;1556,163547;0,045512;1556,163547;0,06156;1556,163547;0,016095;1556,163547;0,031792
1558.027216,0.048154;;1558,027216;0,048154;1558,027216;0,064859;1558,027216;0,016892;1558,027216;0,034284
1559.890885,0.054540;;1559,890885;0,05454;1559,890885;0,069437;1559,890885;0,02039;1559,890885;0,038322
1561.754554,0.051539;;1561,754554;0,051539;1561,754554;0,063013;1561,754554;0,019443;1561,754554;0,035864
1563.618223,0.049899;;1563,618223;0,049899;1563,618223;0,060499;1563,618223;0,018732;1563,618223;0,035117
1565.481892,0.050315;;1565,481892;0,050315;1565,481892;0,059827;1565,481892;0,019079;1565,481892;0,035733
1567.345561,0.051041;;1567,345561;0,051041;1567,345561;0,059505;1567,345561;0,019478;1567,345561;0,036597
1569.209229,0.052967;;1569,209229;0,052967;1569,209229;0,061104;1569,209229;0,020377;1569,209229;0,038724
1571.072898,0.054328;;1571,072898;0,054328;1571,072898;0,060978;1571,072898;0,021402;1571,072898;0,040124
1572.936567,0.053343;;1572,936567;0,053343;1572,936567;0,058932;1572,936567;0,021115;1572,936567;0,039738
1574.800236,0.054492;;1574,800236;0,054492;1574,800236;0,06084;1574,800236;0,021636;1574,800236;0,041885
1576.663905,0.059075;;1576,663905;0,059075;1576,663905;0,065334;1576,663905;0,024197;1576,663905;0,047187
1578.527574,0.060276;;1578,527574;0,060276;1578,527574;0,06468;1578,527574;0,025389;1578,527574;0,048708
1580.391243,0.060092;;1580,391243;0,060092;1580,391243;0,064082;1580,391243;0,025675;1580,391243;0,049467
1582.254912,0.061582;;1582,254912;0,061582;1582,254912;0,0655;1582,254912;0,026781;1582,254912;0,05225
1584.118581,0.063228;;1584,118581;0,063228;1584,118581;0,067182;1584,118581;0,027954;1584,118581;0,054789
1585.982250,0.064778;;1585,98225;0,064778;1585,98225;0,069047;1585,98225;0,028898;1585,98225;0,056813
1587.845919,0.066097;;1587,845919;0,066097;1587,845919;0,070906;1587,845919;0,029694;1587,845919;0,058286
1589.709588,0.067523;;1589,709588;0,067523;1589,709588;0,072782;1589,709588;0,030373;1589,709588;0,059412
1591.573256,0.068594;;1591,573256;0,068594;1591,573256;0,074706;1591,573256;0,030655;1591,573256;0,060132
1593.436925,0.069260;;1593,436925;0,06926;1593,436925;0,076872;1593,436925;0,030804;1593,436925;0,060825
1595.300594,0.069838;;1595,300594;0,069838;1595,300594;0,079283;1595,300594;0,03112;1595,300594;0,061574
1597.164263,0.070139;;1597,164263;0,070139;1597,164263;0,080989;1597,164263;0,031438;1597,164263;0,062311
1599.027932,0.069972;;1599,027932;0,069972;1599,027932;0,082186;1599,027932;0,031646;1599,027932;0,062915
1600.891601,0.070321;;1600,891601;0,070321;1600,891601;0,083987;1600,891601;0,031871;1600,891601;0,063655
1602.755270,0.071054;;1602,75527;0,071054;1602,75527;0,086103;1602,75527;0,031779;1602,75527;0,063731
1604.618939,0.071504;;1604,618939;0,071504;1604,618939;0,087974;1604,618939;0,031523;1604,618939;0,062504
1606.482608,0.071816;;1606,482608;0,071816;1606,482608;0,089854;1606,482608;0,030801;1606,482608;0,060013
1608.346277,0.072709;;1608,346277;0,072709;1608,346277;0,092672;1608,346277;0,029921;1608,346277;0,057116
1610.209946,0.073493;;1610,209946;0,073493;1610,209946;0,095079;1610,209946;0,028967;1610,209946;0,054144
1612.073615,0.073285;;1612,073615;0,073285;1612,073615;0,095916;1612,073615;0,027758;1612,073615;0,051484
1613.937284,0.072580;;1613,937284;0,07258;1613,937284;0,097092;1613,937284;0,026806;1613,937284;0,05002
1615.800952,0.073755;;1615,800952;0,073755;1615,800952;0,102608;1615,800952;0,026995;1615,800952;0,050948
1617.664621,0.075774;;1617,664621;0,075774;1617,664621;0,10913;1617,664621;0,028013;1617,664621;0,052416
1619.528290,0.073898;;1619,52829;0,073898;1619,52829;0,107212;1619,52829;0,027647;1619,52829;0,051797
1621.391959,0.072441;;1621,391959;0,072441;1621,391959;0,107227;1621,391959;0,027303;1621,391959;0,052098
1623.255628,0.073382;;1623,255628;0,073382;1623,255628;0,111903;1623,255628;0,028131;1623,255628;0,054141
1625.119297,0.073872;;1625,119297;0,073872;1625,119297;0,113714;1625,119297;0,028863;1625,119297;0,055379
1626.982966,0.073640;;1626,982966;0,07364;1626,982966;0,113713;1626,982966;0,029035;1626,982966;0,055895
1628.846635,0.073928;;1628,846635;0,073928;1628,846635;0,114356;1628,846635;0,02945;1628,846635;0,056641
1630.710304,0.072602;;1630,710304;0,072602;1630,710304;0,111963;1630,710304;0,028979;1630,710304;0,055752
1632.573973,0.070792;;1632,573973;0,070792;1632,573973;0,109591;1632,573973;0,027967;1632,573973;0,054611
1634.437642,0.071797;;1634,437642;0,071797;1634,437642;0,112044;1634,437642;0,027713;1634,437642;0,055332
1636.301311,0.076138;;1636,301311;0,076138;1636,301311;0,118219;1636,301311;0,029083;1636,301311;0,057271
1638.164979,0.075790;;1638,164979;0,07579;1638,164979;0,115114;1638,164979;0,029484;1638,164979;0,055896
1640.028648,0.073401;;1640,028648;0,073401;1640,028648;0,110919;1640,028648;0,028851;1640,028648;0,054054
1641.892317,0.071841;;1641,892317;0,071841;1641,892317;0,108417;1641,892317;0,028036;1641,892317;0,052678
1643.755986,0.070757;;1643,755986;0,070757;1643,755986;0,106282;1643,755986;0,027113;1643,755986;0,051715
1645.619655,0.071562;;1645,619655;0,071562;1645,619655;0,107604;1645,619655;0,026918;1645,619655;0,052513
1647.483324,0.073611;;1647,483324;0,073611;1647,483324;0,10926;1647,483324;0,027751;1647,483324;0,053233
1649.346993,0.071628;;1649,346993;0,071628;1649,346993;0,103685;1649,346993;0,027107;1649,346993;0,050918
1651.210662,0.069769;;1651,210662;0,069769;1651,210662;0,101794;1651,210662;0,026184;1651,210662;0,050117
1653.074331,0.074337;;1653,074331;0,074337;1653,074331;0,110378;1653,074331;0,028335;1653,074331;0,054025
1654.938000,0.075878;;1654,938;0,075878;1654,938;0,109154;1654,938;0,030066;1654,938;0,054055
1656.801669,0.071374;;1656,801669;0,071374;1656,801669;0,101289;1656,801669;0,028571;1656,801669;0,051201
1658.665338,0.068559;;1658,665338;0,068559;1658,665338;0,09702;1658,665338;0,027909;1658,665338;0,05016
1660.529006,0.066744;;1660,529006;0,066744;1660,529006;0,094716;1660,529006;0,027699;1660,529006;0,049792
1662.392675,0.065710;;1662,392675;0,06571;1662,392675;0,093666;1662,392675;0,027843;1662,392675;0,049906
1664.256344,0.064237;;1664,256344;0,064237;1664,256344;0,090416;1664,256344;0,027878;1664,256344;0,049198
1666.120013,0.061809;;1666,120013;0,061809;1666,120013;0,086146;1666,120013;0,027115;1666,120013;0,047758
1667.983682,0.060304;;1667,983682;0,060304;1667,983682;0,083902;1667,983682;0,026567;1667,983682;0,04751
1669.847351,0.060175;;1669,847351;0,060175;1669,847351;0,082748;1669,847351;0,027007;1669,847351;0,0482
1671.711020,0.059164;;1671,71102;0,059164;1671,71102;0,079488;1671,71102;0,02718;1671,71102;0,047409
1673.574689,0.058007;;1673,574689;0,058007;1673,574689;0,076958;1673,574689;0,026964;1673,574689;0,046847
1675.438358,0.058168;;1675,438358;0,058168;1675,438358;0,075393;1675,438358;0,027342;1675,438358;0,047335
1677.302027,0.057242;;1677,302027;0,057242;1677,302027;0,072125;1677,302027;0,027349;1677,302027;0,046545
1679.165696,0.055084;;1679,165696;0,055084;1679,165696;0,068818;1679,165696;0,026393;1679,165696;0,04527
1681.029365,0.053759;;1681,029365;0,053759;1681,029365;0,066148;1681,029365;0,025698;1681,029365;0,044884
1682.893034,0.054495;;1682,893034;0,054495;1682,893034;0,066085;1682,893034;0,02608;1682,893034;0,046103
1684.756702,0.057775;;1684,756702;0,057775;1684,756702;0,066346;1684,756702;0,0281;1684,756702;0,048848
1686.620371,0.057504;;1686,620371;0,057504;1686,620371;0,062481;1686,620371;0,027957;1686,620371;0,047642
1688.484040,0.056571;;1688,48404;0,056571;1688,48404;0,060106;1688,48404;0,027328;1688,48404;0,046607
1690.347709,0.057015;;1690,347709;0,057015;1690,347709;0,058361;1690,347709;0,027528;1690,347709;0,046383
1692.211378,0.056823;;1692,211378;0,056823;1692,211378;0,05586;1692,211378;0,026978;1692,211378;0,045641
1694.075047,0.056994;;1694,075047;0,056994;1694,075047;0,054583;1694,075047;0,025949;1694,075047;0,045333
1695.938716,0.059219;;1695,938716;0,059219;1695,938716;0,054044;1695,938716;0,025822;1695,938716;0,046081
1697.802385,0.061546;;1697,802385;0,061546;1697,802385;0,052967;1697,802385;0,026399;1697,802385;0,046092
1699.666054,0.063853;;1699,666054;0,063853;1699,666054;0,054303;1699,666054;0,027194;1699,666054;0,046699
1701.529723,0.068163;;1701,529723;0,068163;1701,529723;0,05465;1701,529723;0,028233;1701,529723;0,047565
1703.393392,0.067878;;1703,393392;0,067878;1703,393392;0,053415;1703,393392;0,026932;1703,393392;0,046346
1705.257061,0.070070;;1705,257061;0,07007;1705,257061;0,054912;1705,257061;0,02672;1705,257061;0,046948
1707.120729,0.073738;;1707,120729;0,073738;1707,120729;0,056462;1707,120729;0,027693;1707,120729;0,047756
1708.984398,0.074333;;1708,984398;0,074333;1708,984398;0,056216;1708,984398;0,027692;1708,984398;0,047158
1710.848067,0.074435;;1710,848067;0,074435;1710,848067;0,055718;1710,848067;0,027139;1710,848067;0,046699
1712.711736,0.074750;;1712,711736;0,07475;1712,711736;0,055371;1712,711736;0,026374;1712,711736;0,046414
1714.575405,0.075578;;1714,575405;0,075578;1714,575405;0,05585;1714,575405;0,025679;1714,575405;0,046702
1716.439074,0.078845;;1716,439074;0,078845;1716,439074;0,058446;1716,439074;0,026044;1716,439074;0,048747
1718.302743,0.082518;;1718,302743;0,082518;1718,302743;0,060436;1718,302743;0,027188;1718,302743;0,051004
1720.166412,0.082358;;1720,166412;0,082358;1720,166412;0,058718;1720,166412;0,027179;1720,166412;0,050488
1722.030081,0.081111;;1722,030081;0,081111;1722,030081;0,058111;1722,030081;0,026564;1722,030081;0,049714
1723.893750,0.081892;;1723,89375;0,081892;1723,89375;0,059354;1723,89375;0,026232;1723,89375;0,049965
1725.757419,0.082819;;1725,757419;0,082819;1725,757419;0,060231;1725,757419;0,02582;1725,757419;0,050056
1727.621088,0.082910;;1727,621088;0,08291;1727,621088;0,060993;1727,621088;0,025151;1727,621088;0,049919
1729.484756,0.082720;;1729,484756;0,08272;1729,484756;0,062649;1729,484756;0,024379;1729,484756;0,049679
1731.348425,0.082283;;1731,348425;0,082283;1731,348425;0,065425;1731,348425;0,023764;1731,348425;0,049154
1733.212094,0.081642;;1733,212094;0,081642;1733,212094;0,071665;1733,212094;0,023762;1733,212094;0,049689
1735.075763,0.080191;;1735,075763;0,080191;1735,075763;0,078124;1735,075763;0,024059;1735,075763;0,049692
1736.939432,0.075834;;1736,939432;0,075834;1736,939432;0,077333;1736,939432;0,0232;1736,939432;0,046995
1738.803101,0.070178;;1738,803101;0,070178;1738,803101;0,078677;1738,803101;0,022288;1738,803101;0,045272
1740.666770,0.063556;;1740,66677;0,063556;1740,66677;0,081087;1740,66677;0,021726;1740,66677;0,043934
1742.530439,0.057454;;1742,530439;0,057454;1742,530439;0,079966;1742,530439;0,020848;1742,530439;0,041822
1744.394108,0.051765;;1744,394108;0,051765;1744,394108;0,076988;1744,394108;0,019834;1744,394108;0,039528
1746.257777,0.047009;;1746,257777;0,047009;1746,257777;0,072885;1746,257777;0,018769;1746,257777;0,037448
1748.121446,0.043330;;1748,121446;0,04333;1748,121446;0,067336;1748,121446;0,017936;1748,121446;0,035611
1749.985115,0.040321;;1749,985115;0,040321;1749,985115;0,060371;1749,985115;0,017756;1749,985115;0,034186
1751.848783,0.037950;;1751,848783;0,03795;1751,848783;0,051925;1751,848783;0,017852;1751,848783;0,032549
1753.712452,0.035769;;1753,712452;0,035769;1753,712452;0,04405;1753,712452;0,017478;1753,712452;0,030705
1755.576121,0.034053;;1755,576121;0,034053;1755,576121;0,038078;1755,576121;0,016983;1755,576121;0,029521
1757.439790,0.032609;;1757,43979;0,032609;1757,43979;0,03128;1757,43979;0,016718;1757,43979;0,028337
1759.303459,0.031452;;1759,303459;0,031452;1759,303459;0,026144;1759,303459;0,016386;1759,303459;0,027162
1761.167128,0.030355;;1761,167128;0,030355;1761,167128;0,022538;1761,167128;0,015981;1761,167128;0,026229
1763.030797,0.029252;;1763,030797;0,029252;1763,030797;0,01895;1763,030797;0,01588;1763,030797;0,025271
1764.894466,0.028205;;1764,894466;0,028205;1764,894466;0,017057;1764,894466;0,015646;1764,894466;0,024283
1766.758135,0.027393;;1766,758135;0,027393;1766,758135;0,015895;1766,758135;0,01519;1766,758135;0,023522
1768.621804,0.026646;;1768,621804;0,026646;1768,621804;0,013999;1768,621804;0,014515;1768,621804;0,022998
1770.485473,0.026332;;1770,485473;0,026332;1770,485473;0,012842;1770,485473;0,013916;1770,485473;0,022796
1772.349142,0.026191;;1772,349142;0,026191;1772,349142;0,011861;1772,349142;0,013872;1772,349142;0,022557
1774.212811,0.025525;;1774,212811;0,025525;1774,212811;0,010867;1774,212811;0,014196;1774,212811;0,021952
1776.076479,0.024710;;1776,076479;0,02471;1776,076479;0,010707;1776,076479;0,014157;1776,076479;0,021408
1777.940148,0.024393;;1777,940148;0,024393;1777,940148;0,010527;1777,940148;0,013999;1777,940148;0,021324
1779.803817,0.024192;;1779,803817;0,024192;1779,803817;0,010324;1779,803817;0,013896;1779,803817;0,021508
1781.667486,0.024001;;1781,667486;0,024001;1781,667486;0,009908;1781,667486;0,013917;1781,667486;0,0216
1783.531155,0.023758;;1783,531155;0,023758;1783,531155;0,009933;1783,531155;0,013766;1783,531155;0,021499
1785.394824,0.023473;;1785,394824;0,023473;1785,394824;0,009718;1785,394824;0,013578;1785,394824;0,021397
1787.258493,0.023090;;1787,258493;0,02309;1787,258493;0,009328;1787,258493;0,013268;1787,258493;0,021136
1789.122162,0.022792;;1789,122162;0,022792;1789,122162;0,009204;1789,122162;0,012776;1789,122162;0,020989
1790.985831,0.022653;;1790,985831;0,022653;1790,985831;0,008791;1790,985831;0,012391;1790,985831;0,021134
1792.849500,0.022562;;1792,8495;0,022562;1792,8495;0,007778;1792,8495;0,012426;1792,8495;0,021307
1794.713169,0.022116;;1794,713169;0,022116;1794,713169;0,007435;1794,713169;0,012477;1794,713169;0,021079
1796.576838,0.021763;;1796,576838;0,021763;1796,576838;0,007559;1796,576838;0,012315;1796,576838;0,020882
1798.440506,0.021614;;1798,440506;0,021614;1798,440506;0,007505;1798,440506;0,012246;1798,440506;0,020857
1800.304175,0.021621;;1800,304175;0,021621;1800,304175;0,007434;1800,304175;0,012223;1800,304175;0,021037
1802.167844,0.021556;;1802,167844;0,021556;1802,167844;0,007198;1802,167844;0,01211;1802,167844;0,021254
1804.031513,0.021354;;1804,031513;0,021354;1804,031513;0,007111;1804,031513;0,011877;1804,031513;0,021135
1805.895182,0.021126;;1805,895182;0,021126;1805,895182;0,007032;1805,895182;0,011834;1805,895182;0,020885
1807.758851,0.021040;;1807,758851;0,02104;1807,758851;0,006869;1807,758851;0,011914;1807,758851;0,020853
1809.622520,0.020933;;1809,62252;0,020933;1809,62252;0,006804;1809,62252;0,011866;1809,62252;0,020891
1811.486189,0.020865;;1811,486189;0,020865;1811,486189;0,006563;1811,486189;0,01189;1811,486189;0,020869
1813.349858,0.020823;;1813,349858;0,020823;1813,349858;0,006373;1813,349858;0,012036;1813,349858;0,020734
1815.213527,0.020598;;1815,213527;0,020598;1815,213527;0,006637;1815,213527;0,01194;1815,213527;0,020535
1817.077196,0.020371;;1817,077196;0,020371;1817,077196;0,006591;1817,077196;0,01169;1817,077196;0,02055
1818.940865,0.020522;;1818,940865;0,020522;1818,940865;0,006391;1818,940865;0,011739;1818,940865;0,020856
1820.804533,0.020737;;1820,804533;0,020737;1820,804533;0,006367;1820,804533;0,011729;1820,804533;0,020995
1822.668202,0.020759;;1822,668202;0,020759;1822,668202;0,006411;1822,668202;0,011535;1822,668202;0,021091
1824.531871,0.020571;;1824,531871;0,020571;1824,531871;0,006092;1824,531871;0,011486;1824,531871;0,020994
1826.395540,0.020473;;1826,39554;0,020473;1826,39554;0,005594;1826,39554;0,01147;1826,39554;0,020681
1828.259209,0.020547;;1828,259209;0,020547;1828,259209;0,005818;1828,259209;0,011396;1828,259209;0,020751
1830.122878,0.020496;;1830,122878;0,020496;1830,122878;0,00539;1830,122878;0,011699;1830,122878;0,021086
1831.986547,0.020287;;1831,986547;0,020287;1831,986547;0,004835;1831,986547;0,011826;1831,986547;0,020865
1833.850216,0.020313;;1833,850216;0,020313;1833,850216;0,005313;1833,850216;0,011691;1833,850216;0,020504
1835.713885,0.020469;;1835,713885;0,020469;1835,713885;0,005452;1835,713885;0,011735;1835,713885;0,02056
1837.577554,0.020348;;1837,577554;0,020348;1837,577554;0,005558;1837,577554;0,011513;1837,577554;0,02079
1839.441223,0.020198;;1839,441223;0,020198;1839,441223;0,005716;1839,441223;0,011445;1839,441223;0,020829
1841.304892,0.020356;;1841,304892;0,020356;1841,304892;0,005836;1841,304892;0,011611;1841,304892;0,020799
1843.168561,0.020327;;1843,168561;0,020327;1843,168561;0,00592;1843,168561;0,011622;1843,168561;0,021082
1845.032229,0.020090;;1845,032229;0,02009;1845,032229;0,005332;1845,032229;0,011642;1845,032229;0,021306
1846.895898,0.020069;;1846,895898;0,020069;1846,895898;0,004742;1846,895898;0,011756;1846,895898;0,020989
1848.759567,0.020163;;1848,759567;0,020163;1848,759567;0,004937;1848,759567;0,01191;1848,759567;0,020817
1850.623236,0.020171;;1850,623236;0,020171;1850,623236;0,00502;1850,623236;0,011912;1850,623236;0,020827
1852.486905,0.020189;;1852,486905;0,020189;1852,486905;0,005291;1852,486905;0,011775;1852,486905;0,021064
1854.350574,0.020205;;1854,350574;0,020205;1854,350574;0,005344;1854,350574;0,01183;1854,350574;0,021156
1856.214243,0.020313;;1856,214243;0,020313;1856,214243;0,005177;1856,214243;0,011902;1856,214243;0,021014
1858.077912,0.020489;;1858,077912;0,020489;1858,077912;0,005075;1858,077912;0,011791;1858,077912;0,020902
1859.941581,0.020599;;1859,941581;0,020599;1859,941581;0,005208;1859,941581;0,011965;1859,941581;0,021024
1861.805250,0.020422;;1861,80525;0,020422;1861,80525;0,004967;1861,80525;0,012381;1861,80525;0,021066
1863.668919,0.020313;;1863,668919;0,020313;1863,668919;0,005045;1863,668919;0,012259;1863,668919;0,020976
1865.532588,0.020576;;1865,532588;0,020576;1865,532588;0,005219;1865,532588;0,011884;1865,532588;0,021343
1867.396256,0.020617;;1867,396256;0,020617;1867,396256;0,004959;1867,396256;0,011921;1867,396256;0,021918
1869.259925,0.020038;;1869,259925;0,020038;1869,259925;0,004;1869,259925;0,011616;1869,259925;0,021525
1871.123594,0.019653;;1871,123594;0,019653;1871,123594;0,003948;1871,123594;0,011391;1871,123594;0,02074
1872.987263,0.019804;;1872,987263;0,019804;1872,987263;0,004531;1872,987263;0,011657;1872,987263;0,020881
1874.850932,0.020118;;1874,850932;0,020118;1874,850932;0,00479;1874,850932;0,011954;1874,850932;0,021131
1876.714601,0.020348;;1876,714601;0,020348;1876,714601;0,004798;1876,714601;0,012129;1876,714601;0,021221
1878.578270,0.020654;;1878,57827;0,020654;1878,57827;0,004682;1878,57827;0,012118;1878,57827;0,021281
1880.441939,0.020749;;1880,441939;0,020749;1880,441939;0,004732;1880,441939;0,012229;1880,441939;0,021188
1882.305608,0.020524;;1882,305608;0,020524;1882,305608;0,005163;1882,305608;0,012462;1882,305608;0,021241
1884.169277,0.020202;;1884,169277;0,020202;1884,169277;0,005083;1884,169277;0,012522;1884,169277;0,02134
1886.032946,0.020411;;1886,032946;0,020411;1886,032946;0,004909;1886,032946;0,012346;1886,032946;0,021387
1887.896615,0.020722;;1887,896615;0,020722;1887,896615;0,004942;1887,896615;0,012208;1887,896615;0,021601
1889.760283,0.020346;;1889,760283;0,020346;1889,760283;0,004484;1889,760283;0,012016;1889,760283;0,021684
1891.623952,0.020285;;1891,623952;0,020285;1891,623952;0,003891;1891,623952;0,011779;1891,623952;0,021429
1893.487621,0.020529;;1893,487621;0,020529;1893,487621;0,004175;1893,487621;0,011948;1893,487621;0,02135
1895.351290,0.020308;;1895,35129;0,020308;1895,35129;0,004194;1895,35129;0,012253;1895,35129;0,021271
1897.214959,0.020427;;1897,214959;0,020427;1897,214959;0,004422;1897,214959;0,012353;1897,214959;0,021131
1899.078628,0.020424;;1899,078628;0,020424;1899,078628;0,004754;1899,078628;0,012297;1899,078628;0,021252
1900.942297,0.020130;;1900,942297;0,02013;1900,942297;0,004783;1900,942297;0,01212;1900,942297;0,021502
1902.805966,0.020351;;1902,805966;0,020351;1902,805966;0,004422;1902,805966;0,012316;1902,805966;0,021538
1904.669635,0.020456;;1904,669635;0,020456;1904,669635;0,004529;1904,669635;0,012501;1904,669635;0,021387
1906.533304,0.020475;;1906,533304;0,020475;1906,533304;0,005339;1906,533304;0,012071;1906,533304;0,021334
1908.396973,0.020860;;1908,396973;0,02086;1908,396973;0,005304;1908,396973;0,011905;1908,396973;0,021468
1910.260642,0.020658;;1910,260642;0,020658;1910,260642;0,003842;1910,260642;0,012332;1910,260642;0,021234
1912.124310,0.020146;;1912,12431;0,020146;1912,12431;0,003409;1912,12431;0,01265;1912,12431;0,020886
1913.987979,0.020321;;1913,987979;0,020321;1913,987979;0,004438;1913,987979;0,012536;1913,987979;0,020901
1915.851648,0.020424;;1915,851648;0,020424;1915,851648;0,005274;1915,851648;0,012373;1915,851648;0,020999
1917.715317,0.019723;;1917,715317;0,019723;1917,715317;0,004559;1917,715317;0,012556;1917,715317;0,02117
1919.578986,0.019200;;1919,578986;0,0192;1919,578986;0,003601;1919,578986;0,012842;1919,578986;0,021121
1921.442655,0.019480;;1921,442655;0,01948;1921,442655;0,004099;1921,442655;0,012616;1921,442655;0,020951
1923.306324,0.019414;;1923,306324;0,019414;1923,306324;0,004091;1923,306324;0,012135;1923,306324;0,020913
1925.169993,0.019038;;1925,169993;0,019038;1925,169993;0,003277;1925,169993;0,012067;1925,169993;0,020933
1927.033662,0.019095;;1927,033662;0,019095;1927,033662;0,00367;1927,033662;0,012193;1927,033662;0,020831
1928.897331,0.019555;;1928,897331;0,019555;1928,897331;0,004065;1928,897331;0,012188;1928,897331;0,020856
1930.761000,0.020153;;1930,761;0,020153;1930,761;0,003717;1930,761;0,012081;1930,761;0,020865
1932.624669,0.020222;;1932,624669;0,020222;1932,624669;0,003542;1932,624669;0,012069;1932,624669;0,020649
1934.488338,0.019542;;1934,488338;0,019542;1934,488338;0,003632;1934,488338;0,012176;1934,488338;0,020712
1936.352006,0.019272;;1936,352006;0,019272;1936,352006;0,003521;1936,352006;0,012264;1936,352006;0,020945
1938.215675,0.019829;;1938,215675;0,019829;1938,215675;0,004169;1938,215675;0,012174;1938,215675;0,02073
1940.079344,0.020365;;1940,079344;0,020365;1940,079344;0,004544;1940,079344;0,012278;1940,079344;0,020809
1941.943013,0.019868;;1941,943013;0,019868;1941,943013;0,003741;1941,943013;0,012813;1941,943013;0,020991
1943.806682,0.018634;;1943,806682;0,018634;1943,806682;0,002532;1943,806682;0,012687;1943,806682;0,020192
1945.670351,0.017984;;1945,670351;0,017984;1945,670351;0,002983;1945,670351;0,012046;1945,670351;0,019839
1947.534020,0.018156;;1947,53402;0,018156;1947,53402;0,003387;1947,53402;0,011503;1947,53402;0,020643
1949.397689,0.018824;;1949,397689;0,018824;1949,397689;0,00314;1949,397689;0,011325;1949,397689;0,021474
1951.261358,0.018455;;1951,261358;0,018455;1951,261358;0,003152;1951,261358;0,011411;1951,261358;0,020624
1953.125027,0.018004;;1953,125027;0,018004;1953,125027;0,003372;1953,125027;0,011332;1953,125027;0,019635
1954.988696,0.018326;;1954,988696;0,018326;1954,988696;0,002694;1954,988696;0,01119;1954,988696;0,020112
1956.852365,0.018535;;1956,852365;0,018535;1956,852365;0,001944;1956,852365;0,011592;1956,852365;0,020005
1958.716033,0.018984;;1958,716033;0,018984;1958,716033;0,001891;1958,716033;0,012526;1958,716033;0,019545
1960.579702,0.018761;;1960,579702;0,018761;1960,579702;0,002692;1960,579702;0,012403;1960,579702;0,019237
1962.443371,0.017676;;1962,443371;0,017676;1962,443371;0,003174;1962,443371;0,011899;1962,443371;0,018658
1964.307040,0.017633;;1964,30704;0,017633;1964,30704;0,003077;1964,30704;0,011873;1964,30704;0,018377
1966.170709,0.018186;;1966,170709;0,018186;1966,170709;0,002375;1966,170709;0,011136;1966,170709;0,01868
1968.034378,0.016630;;1968,034378;0,01663;1968,034378;0,00028;1968,034378;0,01037;1968,034378;0,018393
1969.898047,0.014723;;1969,898047;0,014723;1969,898047;-0,001022;1969,898047;0,010717;1969,898047;0,017578
1971.761716,0.015009;;1971,761716;0,015009;1971,761716;0,000228;1971,761716;0,010527;1971,761716;0,016493
1973.625385,0.015289;;1973,625385;0,015289;1973,625385;0,001316;1973,625385;0,010109;1973,625385;0,015718
